Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID
"Oh, great. Great. There was a projectile, uh, throwing up incident, but he started it.",Ross,Peaceful,1,3
"Well, we've gotta go.",Carol,Peaceful,1,4
Ok.,Ross,Neutral,1,5
"Oh, right. Um, I've got some news. It's about us.",Carol,Neutral,1,7
"Oh, you and me?",Ross,Scared,1,8
"Uh, no, Susan and me.",Carol,Neutral,1,9
The other us.,Susan,Neutral,1,10
Ok.,Ross,Neutral,1,11
"We're uh, we're getting married.",Carol,Neutral,1,12
"As in, ""I now pronounce you wife and wife"" married?",Ross,Scared,1,13
"Anyway, we'd like you to come, but we totally understand if you don't want to.",Carol,Neutral,1,14
Why wouldn't I want to come? I had fun at the first wedding.,Ross,Scared,1,15
Look I just thought that...,Carol,Neutral,1,16
"No no no, I mean, hey, why shouldn't I be happy for you? What would it say about me if I couldn't revel in your joy? I'm revelling baby, believe me!",Ross,Neutral,1,17
Is your finger caught in that chair?,Susan,Mad,1,18
Mmm hmmm.,Ross,Neutral,1,19
Want us to go?,Carol,Neutral,1,20
Uh-huh.,Ross,Neutral,1,21
That is so good! Do it again!,Ross,Joyful,3,1
"All right, all right. ""Damnit Braverman, it's right there on the chart!""",Joey,Joyful,3,2
"That's great. All right, I gotta get to work, I got a big dinosaur bone to inspect.",Chandler,Joyful,3,3
"No no, that's me.",Ross,Neutral,3,4
"Oh, yeah.",Chandler,Neutral,3,5
"Oh, hello.",Ross,Peaceful,3,6
"Oh, thanks. I couldn't uh...",Phoebe,Peaceful,3,7
Is everything ok?,Ross,Scared,3,8
"Um, no, huh-uh. One of my clients died on the massage table today.",Phoebe,Sad,3,9
Oh my god.,Ross,Scared,3,10
That's a little more relaxed than you want them to get.,Chandler,Joyful,3,11
"Yeah, um, she was 82 years old. Her name was um, Mrs. Adelman.",Phoebe,Sad,3,12
"Oh, honey.",Monica,Peaceful,3,13
"Yeah, it's just so strange. I mean, she probably woke up today and thought, ""ok, I'll have some breakfast, and then I'll take a little walk, and then I'll have my massage."" Little did she know God was thinking, ""Ok, but that's it."" Oh, but the weirdest thing was, ok, I was cleansing her aura when she died, and when the spirit left her body, I don't think it went very far.",Phoebe,Sad,3,14
What do you mean?,Rachel,Scared,3,15
I think it went into me.,Phoebe,Scared,3,16
Hi.,Monica,Neutral,7,1
How's it going?,Carol,Peaceful,7,2
It's goin' great. Right on schedule. Got my little happy helpers.,Monica,Joyful,7,3
"Fine, whatever.",Carol,Mad,7,4
What's the matter?,Ross,Neutral,7,5
"Nothing. Ok, everything. I think we're calling off the wedding.",Carol,Sad,7,6
What?,Ross,Neutral,7,7
"You're still gonna pay me, right? Or something a little less selfish.",Monica,Mad,7,8
"Carol, what's the matter? What happened?",Ross,Neutral,7,9
My parents called this afternoon to say they weren't coming.,Carol,Sad,7,10
Oh my god.,Ross,Neutral,7,11
"I mean, I knew they were having trouble with this whole thing, but they're my parents. They're supposed to give me away and everything.",Carol,Sad,7,12
It's ok. I'm sorry.,Ross,Neutral,7,13
"And then Susan and I got in this big fight because I said maybe we should call off the wedding, and she said we weren't doing it for them, we were doing it for us, and if I couldn't see that, then maybe we should call off the wedding. I don't know what to do.",Carol,Scared,7,14
"I uh can't believe I'm gonna say this, but I think Susan's right.",Ross,Powerful,7,15
You do?,Carol,Mad,7,16
"Look, do you love her? And you don't have to be too emphatic about this.",Ross,Neutral,7,17
Of course I do.,Carol,Mad,7,18
"Well then that's it. And if George and Adelaide can't accept that, then the hell with them. Look, if my parents didn't want me to marry you, no way that would have stopped me. Look, this is your wedding. Do it.",Ross,Mad,7,19
You're right. Of course you're right.,Carol,Neutral,7,20
So we're back on?,Monica,Scared,7,21
We're back on.,Carol,Powerful,7,22
"You heard the woman. Peel, chop, devil! I can't believe I lost 2 minutes.",Monica,Powerful,7,23
"It just seems so futile, you know ? All these women, and nothing. I feel like Superman without my powers, you know? I have the cape, and yet I cannot fly.",Joey,Powerful,8,1
"Well now you understand how I feel every single day, ok? The world is my lesbian wedding.",Chandler,Joyful,8,2
"Butterscotch? No one? All right, you'll be sorry later.",Phoebe,Mad,8,3
Thank you.,Carol,Neutral,8,4
Any time.,Ross,Sad,8,5
Ross.,Carol,Peaceful,8,6
"You know, nothing makes God happier than when two people, any two people, come together in love. Friends, family, we're gathered here today to join Carol and Susan in holy matrimony.",Minister,Powerful,8,7
"Oh my god. Now I've seen everything! Whoa, she's gone. She's gone. She's gone! Go ahead, get married. Go, go.",Phoebe,Joyful,8,8
Would you look at them?,Monica,Joyful,9,1
"Yeah, can't help but.",Ross,Powerful,9,2
How's that pig-in-the-blanket workin' out for you? I wrapped those bad boys.,Joey,Peaceful,9,3
I miss Rose.,Phoebe,Scared,9,4
"Oh, yeah?",Chandler,Sad,9,5
"I know it's kind of weird, but I mean, she was a big part of my life there, you know, and now I just feel kind of alone.",Phoebe,Sad,9,6
"You know, I uh, I couldn't help but overhear what you just said, and I think it's time for you to forget about Rose, move on with your life...how 'bout we go get you a drink?",Woman,Mad,9,7
"Ok, that's so nice.",Phoebe,Peaceful,9,8
"I shouldn't even bother coming up with a line, right?",Chandler,Powerful,9,9
"Hey, Mom? Having fun?",Rachel,Joyful,9,10
"Oh, am I! I just danced with a wonderfully large woman. And three other girls made eyes at me over the buffet. Oh, I'm not saying it's something I wanna pursue, but it's nice to know I have options.",Sandra,Joyful,9,11
"There's more alcohol, right?",Rachel,Joyful,9,12
How you doin'?,Susan,Neutral,10,1
Ok.,Ross,Neutral,10,2
You did a good thing today.,Susan,Neutral,10,3
Yeah.,Ross,Neutral,10,4
You wanna dance?,Susan,Neutral,10,5
"No, that's fine.",Ross,Neutral,10,6
Come on. I'll let you lead.,Susan,Neutral,10,7
Ok.,Ross,Neutral,10,8
All right look. Penis schmenis. We're all people.,Chandler,Sad,10,9
"Ok, which one of us do you think is gonna be the first one to get married?",Monica,Neutral,11,1
"Well, Mon, I was married.",Ross,Peaceful,11,2
"Yeah, me, too, technically.",Phoebe,Neutral,11,3
I had a wedding.,Rachel,Neutral,11,4
"All right, just trying to start an interesting discussion.",Monica,Neutral,11,5
I got one. Which one of us do you think will be the last to get married?,Joey,Joyful,11,6
Isn't Ben in this?,Chandler,Mad,11,7
"Oh, yeah!",#ALL#,Joyful,11,8
That commercial always makes me so sad.,Ross,Sad,1,2
"Yeah, but then the guy opens his beer and those girls run at him, so, everything seems to work out OK.",Joey,Sad,1,3
I meant because the monkey in it reminds me of Marcel.,Ross,Sad,1,4
"I can see that, 'cause they both have those big brown eyes and, ya know, the little pouty chin.",Phoebe,Sad,1,5
And the fact that they're both monkeys.,Monica,Neutral,1,6
"Sometimes I wonder if I did the right thing, ya know, giving him away.",Ross,Sad,1,7
"Oh, Ross, you had to, I mean, he was humping everything in sight. I mean, I have a Malibu Barbi that will no longer be wearing white to her wedding.",Rachel,Peaceful,1,8
"Remember when sometimes he'd borrow your hat, and, and when you got it back there'd be little monkey raisins in it.",Ross,Sad,1,9
"Yeah, well sure, when he did it, it was funny. When I did it to my boss's hat. . . all of the sudden I have this big attitude problem.",Chandler,Joyful,1,10
"Hey, hey, check it out, guess what I got.",Joey,Joyful,2,2
Rhythm?,Chandler,Joyful,2,3
"No, my first fan mail.",Joey,Joyful,2,4
Alright!,#ALL#,Joyful,2,5
"'Dear Dr. Remore, know that I love you and would do anything to have you.' Gosh. 'Your not-so-secretive admirer, Erica Ford.' Ooh wait, 'PS enclosed please find 14 of my eyelashes.'",Monica,Joyful,2,6
"Ya know, in crazy world, that means you're married.",Rachel,Joyful,2,7
"This wasn't addressed to Days of Our Lives, this is, this came to your apartment. There's no stamp on it, this woman was in our building.",Monica,Scared,2,8
"Oh my god, I got my very own stalker.",Joey,Powerful,2,9
Hey guys.,Ross,Joyful,2,10
Hey.,#ALL#,Neutral,2,11
"Ooh, where are you off to, Travelin' Jake?",Phoebe,Mad,2,12
"Well, there's this, uh, paleontology conference in L.A. so I figured I'd go and then drive down to the zoo and surprise Marcel.",Ross,Joyful,2,13
"You know I think he will be surprised, 'till he realizes he's a monkey, and uh, you know, isn't capable of that emotion.",Chandler,Joyful,2,14
"Oh, Phoebe, that really cute guy is here again.",Rachel,Joyful,2,15
"Oh, oh, OK, so everyone, pretend like I'm telling you a story, OK. And, and it's really funny. So everyone just laugh, now.",Phoebe,Joyful,2,16
"I know, I know. Hello.",Phoebe,Joyful,2,17
Hi. I'm Rob Dohnen.,Rob,Powerful,2,18
Hi Rob Dohnen.,Phoebe,Peaceful,2,19
"I don't know anything about music, but I think you're really, really great.",Rob,Joyful,2,20
"Oh, wow.",Phoebe,Joyful,2,21
"Anyway, I schedule performers for the childrens libraries around the city and I was just thinking, have you ever thought about playing your songs for kids?",Rob,Powerful,2,22
"Oh, I would love to have kids. . . you're, you're the, you're, me play the songs that I will write for them.",Phoebe,Joyful,2,23
"Hey, whaddya wanna do for dinner?",Joey,Peaceful,3,1
Well we could just stay in and cook for ourselves.,Chandler,Joyful,3,2
Hello.,Chandler,Neutral,3,3
It's Erica.,Erica,Neutral,3,4
"Ah, the stalker.",Joey,Scared,3,5
"Never mind, it's open.",Erica,Neutral,3,6
"Yes, hitting her with a frying pan's a good idea. We might wanna have a backup plan, though, just in case she isn't a cartoon.",Chandler,Powerful,3,7
Let's get out of here.,Joey,Scared,3,8
The one time they're not home.,Chandler,Neutral,3,9
"OK, we'll just leave, and when we pass her on the stairs, she won't know it's me 'cause we've never met.",Joey,Neutral,3,10
That's how radio stars escape stalkers.,Chandler,Neutral,3,11
She's comin'.,Joey,Scared,3,12
It's me.,Erica,Neutral,3,13
"Uhh, this is it, this is how we're gonna die. Ready?",Joey,Scared,3,14
"Wait, wait, wait.",Chandler,Joyful,3,15
Hi.,Erica,Joyful,3,16
Erica.,Joey,Neutral,3,17
"Hi, Dean Lipson, zoo administrator. I was told you had a question.",Dean,Neutral,4,1
"Well, I uh, I can't seem to find the monkey I donated last year. He's a capuchan, answers to the name Marcel.",Ross,Scared,4,2
"Ahh, I'm afraid I have some bad news. Marcel has passed on.",Dean,Sad,4,3
"Oh my God, what happened?",Ross,Scared,4,4
"Well he got sick, and then he got sicker, and then he got a little better but then he died.",Dean,Sad,4,5
I can't believe this.,Ross,Scared,4,6
"I'm sorry Mr. Geller. But ya know, there's an old saying, 'Sometimes monkeys die.' It's not a great saying but it certainly is fitting today.",Dean,Neutral,4,7
"Well, ya know, someone should have called me.",Ross,Mad,4,8
"I'm sorry. Look, I know this can't bring him back but here, it's just a gesture.",Dean,Neutral,4,9
Zoo dollars?,Ross,Mad,4,10
"Yes, and come see the bird show at 4. The macaws wear hats. Well it's a lot cuter if your monkey hasn't just died.",Dean,Peaceful,4,11
Ooohhh.,Kids,Joyful,5,2
I know.,Phoebe,Peaceful,5,3
"I can't believe Joey's having lunch with his stalker. What i-, what is she like.",Monica,Mad,5,4
"Well, you remember Cathy Bates in Misery?",Chandler,Mad,5,5
Yeah.,Monica,Neutral,5,6
"Well, she looks the exact opposite of that.",Chandler,Peaceful,5,7
And she's not crazy?,Rachel,Mad,5,8
"Oh no no no, she's a total wack job. Yeah, she thinks that Joey is actually Dr. Drake Remore.",Chandler,Peaceful,5,9
Oh my God.,Rachel,Scared,5,10
"Ah, and I mean, he's going out with her? He can not persue this.",Monica,Scared,5,11
"Hey, just because this woman thinks she can actually see Joey through the magical box in her living room doesn't mean she's not a person. I mean, does she not deserve happiness, does she not deserve love? What're you lookin' at me for? He's the one who wants to boff the maniac.",Chandler,Powerful,5,12
You OK?,Rob,Peaceful,5,13
"No, uh-uh, I'm just, I'm nervous. So, you know what, maybe if I just, if I picture them all in their underwear.",Phoebe,Scared,5,14
"That's not a good idea, that's kinda the reason the last guy got fired.",Rob,Peaceful,5,15
"I'm just, I'm, I'm, I'm used to playing for grown-ups. Ya know, they just, grown-ups drink their coffee and do their grown-up thing, ya know, and kids listen. This is a huge responsibility. What? Are you gonna kiss me?",Phoebe,Scared,5,16
I was thinkin' about it.,Ross,Powerful,5,17
"OK. OK, alrighty, let's play some tunes. Hi everybody, I'm Phoebe",Phoebe,Joyful,5,18
Hi Phoebe.,#ALL#,Joyful,5,19
"OK, um, I'm gonna play, um, some songs about grandparents, OK. Now, grandma's a person who everyone likes, she bought you a train and a bright, shiny bike. But lately she hasn't been coming to dinner, And last time you saw her she looked so much thinner. Now, your mom and your dad said she moved to Peru, but the truth is she died and some day you will too. La-la-la la la-la-la la la-la-la la...",Phoebe,Joyful,5,20
"Oh, Drake, isn't it amazing?",Erica,Joyful,6,1
Yeah it is. . . what?,Joey,Scared,6,2
"Well, here we sit, devil may care, just a little while ago you were reattaching someone's spinal cord.",Erica,Peaceful,6,3
"Yeah, that was a tricky one. In reality, that operation takes like, over 10 hours, but they only showed it for 2 minites.",Joey,Peaceful,6,4
Who's they?,Erica,Neutral,6,5
No one.,Joey,Neutral,6,6
"Oh Drake, you are so talented, let me see those hands. Oh these hands, these beautiful hands, oh I could just eat them. . . but I won't.",Erica,Joyful,6,7
"Good, otherwise my watch would fall off.",Joey,Joyful,6,8
"No, seriously. These hands. These miracle, magical, life-giving hands. Oh, just to be near them, touch them, maybe even lick one?",Erica,Joyful,6,9
"Alright, just one. Wow, you're good at that.",Joey,Joyful,6,10
"Oh my God! Someone, he's choking. Is anyone here a doctor?",Waiter,Scared,6,11
"Well, yes, yes, the best doctor in all of Salem, Dr. Drake Remore.",Erica,Peaceful,6,12
"I don't understand, why didn't you help that man?",Erica,Scared,8,1
"Uhh, cause, uhh, I'm a neurosurgeon and that was clearly a case of, uh, uh, foodal chokage. Alright, look, I got to tell you something.",Joey,Neutral,8,2
"No, no no no, you don't have to tell me anything. You don't have to explain yourself to me. Ooh, who am I to question the great Dr. Drake Remore?",Erica,Mad,8,3
But that's what...,Joey,Neutral,8,4
I should just be happy to be near you.,Erica,Peaceful,8,5
Hey I-,Joey,Joyful,8,6
Hey what?,Erica,Neutral,8,7
"That's it, just hey. Like at the end of a dance, HEY! Hey. He-hey.",Joey,Joyful,8,8
"There'll be times when you get older when you'll want to sleep with people just to make them like you. . . But don't. Cause that's another thing that you don't wanna do, everybody That's another thing that you don't wanna do.",Phoebe,Neutral,9,1
Excellent!,Monica,Joyful,9,2
Very informative!,Chandler,Joyful,9,3
Not at all inappropriate!,Rachel,Neutral,9,4
Thank you for coming everybody. There're cookies in the back.,Phoebe,Joyful,9,5
"That was great, the kids loved you.",Rob,Peaceful,9,6
"Yay, I rock.",Phoebe,Powerful,9,7
"And you know why? Because you told the truth, and nobody ever tells kids the truth.You were incredible.",Rob,Joyful,9,8
But.,Phoebe,Scared,9,9
How did you know there was a but?,Rob,Neutral,9,10
I sense these things. It was either but or butter.,Phoebe,Neutral,9,11
"The thing is, I think some of the parents, they were kinda hopin' that you'd play more songs about like, barnyard animals.",Rob,Joyful,9,12
I can do that.,Phoebe,Peaceful,9,13
Really?,Rob,Peaceful,9,14
Yeah.,Phoebe,Neutral,9,15
Because that would be fantastic. What? You wanna kiss me?,Rob,Joyful,9,16
Thinkin' about it.,Phoebe,Neutral,9,17
"Ahh, the bat. Ambassador of darkness, flitting out of his cave like a winged messenger, sightless spectre of the macabe.",Janitor,Joyful,10,1
